start;end;regione;comune
1328942592;1328942847;Lombardia;Novedrate
1328942848;1328943103;Lombardia;Pregnana Milanese
1328943104;1328943871;Piemonte;Torino
1328943872;1328944127;Piemonte;Borgosesia
1328944128;1328944383;Lazio;Cisterna di Latina
1328944384;1328944639;Lombardia;Brescia
1328944640;1328945151;Friuli-Venezia Giulia;Pordenone
1328945152;1328945407;Friuli-Venezia Giulia;Udine
1328945408;1328945663;Friuli-Venezia Giulia;Trieste
1328945664;1328945919;Friuli-Venezia Giulia;San Giovanni al Natisone
1328945920;1328946175;Piemonte;Torino
1328946176;1328946431;Lombardia;Milan
1328946432;1328946687;Piemonte;Torino
1328946688;1328947199;Lombardia;Novedrate
1328947200;1328947711;Piemonte;Torino
1328947712;1328947967;Piemonte;Alba
1328947968;1328948479;Veneto;Venice
1328948480;1328948735;Lazio;Rome
1328948736;1328949247;Veneto;Venice
1328949248;1328949503;Veneto;Padova
1328949504;1328949759;Lazio;Rome
1328949760;1328950015;Veneto;Isola Vicentina
1328950016;1328950527;Veneto;Verona
1328950528;1328951039;Veneto;Padova
1328951040;1328951295;Friuli-Venezia Giulia;San Giorgio di Nogaro
1328951296;1328951551;Friuli-Venezia Giulia;Monfalcone
1328951552;1328952063;Friuli-Venezia Giulia;Pordenone
1328952064;1328952319;Veneto;Venice
1328952320;1328952575;Veneto;Veneto
1328952576;1328952831;Lazio;Rome
1328952832;1328953087;Friuli-Venezia Giulia;Trieste
1328953088;1328953343;Friuli-Venezia Giulia;Pordenone
1328953344;1328953599;Toscana;Camporgiano
1328953600;1328953855;Toscana;Pisa
1328953856;1328954111;Lazio;Rome
1328954112;1328954367;Toscana;Pisa
1328954368;1328954623;Toscana;San Marcello Pistoiese
1328954624;1328954879;Toscana;Florence
1328954880;1328955391;Toscana;Pisa
1328955392;1328956159;Piemonte;Galliate
1328956160;1328956415;Veneto;Venice
1328956416;1328956671;Lombardia;Milan
1328956672;1328956927;Piemonte;Torino
1328956928;1328957183;Piemonte;Pontecurone
1328957184;1328957439;Lombardia;Bergamo
1328957440;1328957695;Marche;Colli del Tronto
1328957696;1328957951;Piemonte;Torino
1328957952;1328958207;Lombardia;Milan
1328958208;1328958463;Piemonte;Asti
1328958464;1328958719;Lombardia;Milan
1328958720;1328959231;Lombardia;Bergamo
1328959232;1328959487;Lombardia;Milan
1328959488;1328959743;Veneto;Padova
1328959744;1328959999;Lombardia;Milan
1328960000;1328960511;Lombardia;Bergamo
1328960512;1328960767;Toscana;Florence
1328960768;1328961023;Lombardia;Bergamo
1328961024;1328961279;Lombardia;Roncoferraro
1328961280;1328961535;Sardegna;Oristano
1328961536;1328961791;Lombardia;Milan
1328961792;1328962047;Piemonte;Susa
1328962048;1328962303;Piemonte;Torino
1328962304;1328962559;Lombardia;Milan
1328962560;1328962815;Lombardia;Viadana
1328962816;1328963071;Lombardia;Brescia
1328963072;1328963327;Lombardia;Viadana
1328963328;1328964607;Lombardia;Brescia
1328964608;1328964863;Lombardia;Bergamo
1328964864;1328965375;Lombardia;Brescia
1328965376;1328965631;Lombardia;Viadana
1328965632;1328965887;Trentino-Alto Adige;Merano
1328965888;1328966399;Trentino-Alto Adige;Bolzano
1328966400;1328966655;Trentino-Alto Adige;Trento
1328966656;1328966911;Lombardia;Milan
1328966912;1328967423;Trentino-Alto Adige;Trento
1328967424;1328967679;Emilia-Romagna;Rimini
1328967680;1328967935;Lazio;Vicovaro
1328967936;1328968191;Lombardia;Gallarate
1328968192;1328968447;Lombardia;Milan
1328968448;1328968703;Lombardia;Viadana
1328968704;1328968959;Toscana;Monticelli
1328968960;1328969471;Lombardia;Milan
1328969472;1328969727;Lazio;Rome
1328969728;1328970239;Liguria;Genova
1328970240;1328970495;Liguria;Loano
1328970496;1328970751;Liguria;Imperia
1328970752;1328971007;Liguria;Genova
1328971008;1328971263;Veneto;Portogruaro
1328971264;1328971519;Veneto;Padova
1328971520;1328973055;Lombardia;Milan
1328973056;1328973311;Lombardia;Livraga
1328973312;1328973823;Lombardia;Milan
1328973824;1328974079;Lombardia;Novedrate
1328974080;1328974335;Sicilia;Catania
1328974336;1328974591;Lombardia;Cagnola
1328974592;1328974847;Lombardia;Viadana
1328974848;1328975359;Lombardia;Milan
1328975360;1328975615;Lombardia;Bergamo
1328975616;1328975871;Lombardia;Varese
1328975872;1328976383;Lombardia;Milan
1328976384;1328976639;Lazio;Rome
1328976640;1328976895;Lombardia;Limbiate
1328976896;1328977151;Lombardia;Milan
1328977152;1328977407;Piemonte;Torino
1328977408;1328977663;Lombardia;Cagnola
1328977664;1328977919;Lombardia;Milan
1328977920;1328978175;Lombardia;Busto Arsizio
1328978176;1328978431;Lombardia;Cagnola
1328978432;1328978687;Lombardia;Milan
1328978688;1328978943;Lombardia;Cagnola
1328978944;1328979711;Lombardia;Milan
1328979712;1328979967;Emilia-Romagna;Bologna
1328979968;1328980223;Lombardia;Milan
1328980224;1328980479;Lombardia;Gallarate
1328980480;1328980735;Lombardia;Milan
1328980736;1328980991;Lombardia;Limbiate
1328980992;1328981247;Lombardia;Milan
1328981248;1328981759;Lombardia;Cagnola
1328981760;1328982015;Lombardia;Milan
1328982016;1328982783;Piemonte;Torino
1328982784;1328983295;Emilia-Romagna;Rimini
1328983296;1328983551;Calabria;Rende
1328983552;1328983807;Veneto;Isola Vicentina
1328983808;1328984831;Veneto;Padova
1328984832;1328985087;Toscana;Pisa
1328985088;1328985343;Veneto;Casale di Scodosia
1328985344;1328985599;Veneto;Occhiobello
1328985600;1328986623;Veneto;Padova
1328986624;1328986879;Veneto;Verona
1328986880;1328987135;Emilia-Romagna;Rimini
1328987136;1328987391;Veneto;Padova
1328987392;1328987647;Lombardia;Limbiate
1328987648;1328987903;Campania;Naples
1328987904;1328988159;Lazio;Rome
1328988160;1328988415;Liguria;Imperia
1328988416;1328988671;Liguria;Carcare
1328988672;1328988927;Lazio;Rome
1328988928;1328989183;Piemonte;Galliate
1328989184;1328989439;Campania;Naples
1328989440;1328989695;Campania;Salerno
1328989696;1328990207;Campania;Naples
1328990208;1328991487;Lombardia;Milan
1328991488;1328991743;Lombardia;Cagnola
1328991744;1328991999;Lombardia;Novedrate
1328992000;1328992511;Lombardia;Milan
1328992512;1328992767;Lombardia;Busto Arsizio
1328992768;1328993023;Veneto;Verona
1328993024;1328993279;Emilia-Romagna;Antico
1328993280;1328993535;Emilia-Romagna;Rimini
1328993536;1328993791;Piemonte;Torino
1328993792;1328994047;Calabria;Catanzaro
1328994048;1328994303;Piemonte;Torino
1328994304;1328994559;Friuli-Venezia Giulia;Trieste
1328994560;1328995839;Piemonte;Torino
1328995840;1328996095;Piemonte;Susa
1328996096;1328997119;Piemonte;Torino
1328997120;1328997375;Calabria;Fuscaldo
1328997376;1328997887;Piemonte;Torino
1328997888;1328998143;Sardegna;Cagliari
1328998144;1328998399;Lombardia;Milan
1328998400;1328998655;Friuli-Venezia Giulia;Monfalcone
1328998656;1328998911;Friuli-Venezia Giulia;Coseano
1328998912;1328999167;Friuli-Venezia Giulia;Udine
1328999168;1328999423;Friuli-Venezia Giulia;Trieste
1328999424;1328999679;Veneto;Venice
1328999680;1328999935;Friuli-Venezia Giulia;Talmassons
1328999936;1329000191;Friuli-Venezia Giulia;Magnano in Riviera
1329000192;1329000447;Friuli-Venezia Giulia;San Giorgio di Nogaro
1329000448;1329000703;Veneto;Venice
1329000704;1329000959;Emilia-Romagna;Rimini
1329000960;1329001215;Veneto;Isola Vicentina
1329001216;1329001727;Veneto;Venice
1329001728;1329001983;Lombardia;Bergamo
1329001984;1329002239;Veneto;Padova
1329002240;1329002495;Emilia-Romagna;Rimini
1329002496;1329003007;Veneto;Verona
1329003008;1329003263;Lombardia;Bergamo
1329003264;1329003775;Veneto;Verona
1329003776;1329004031;Piemonte;Galliate
1329004032;1329004287;Emilia-Romagna;Parma
1329004288;1329004543;Umbria;Perugia
1329004544;1329004799;Puglia;Taranto
1329004800;1329005055;Sardegna;Porto Torres
1329005056;1329005311;Lazio;Rome
1329005312;1329005567;Lazio;Civitavecchia
1329005568;1329005823;Puglia;Taranto
1329005824;1329006079;Abruzzo;Gagliano
1329006080;1329006335;Abruzzo;Pescara
1329006336;1329006591;Molise;Campobasso
1329006592;1329006847;Calabria;Rende
1329006848;1329007103;Calabria;Castrovillari
1329007104;1329007359;Puglia;Taranto
1329007360;1329007871;Sicilia;Milazzo
1329007872;1329008127;Puglia;Taranto
1329008128;1329008383;Veneto;Padova
1329008384;1329008639;Puglia;San Ferdinando di Puglia
1329008640;1329008895;Abruzzo;Pescara
1329008896;1329009151;Abruzzo;Farindola
1329009152;1329009407;Puglia;Taranto
1329009408;1329009919;Sicilia;Catania
1329009920;1329010175;Emilia-Romagna;Cesena
1329010176;1329010431;Sicilia;Lipari
1329010432;1329010687;Emilia-Romagna;Bologna
1329010688;1329010943;Sicilia;Milazzo
1329010944;1329011199;Puglia;Cerignola
1329011200;1329011455;Puglia;Bari
1329011456;1329011711;Emilia-Romagna;Alfonsine
1329011712;1329012735;Lazio;Rome
1329012736;1329012991;Lazio;Oriolo Romano
1329012992;1329013247;Lazio;Ripa
1329013248;1329013503;Lazio;Frosinone
1329013504;1329013759;Marche;Macerata
1329013760;1329014015;Marche;Montegiorgio
1329014016;1329014271;Marche;Ancona
1329014272;1329014527;Emilia-Romagna;Parma
1329014528;1329014783;Trentino-Alto Adige;Trento
1329014784;1329015551;Emilia-Romagna;Modena
1329015552;1329015807;Emilia-Romagna;Parma
1329015808;1329016063;Lombardia;Milan
1329016064;1329016575;Emilia-Romagna;Modena
1329016576;1329016831;Emilia-Romagna;Parma
1329016832;1329017087;Lombardia;Bergamo
1329017088;1329017343;Emilia-Romagna;Castel di Casio
1329017344;1329018111;Emilia-Romagna;Bologna
1329018112;1329018367;Veneto;Occhiobello
1329018368;1329019647;Emilia-Romagna;Bologna
1329019648;1329019903;Emilia-Romagna;Parma
1329019904;1329020159;Emilia-Romagna;Modena
1329020160;1329020415;Lombardia;Milan
1329020416;1329020671;Lazio;Rome
1329020672;1329020927;Lazio;Colleferro
1329020928;1329021183;Lombardia;Tirano
1329021184;1329021439;Trentino-Alto Adige;Merano
1329021440;1329021695;Marche;Fano
1329021696;1329021951;Marche;Ancona
1329021952;1329022207;Marche;Matelica
1329022208;1329022463;Marche;Civitanova Marche
1329022464;1329022719;Calabria;Crotone
1329022720;1329022975;Trentino-Alto Adige;Merano
1329022976;1329023231;Puglia;Bari
1329023232;1329023487;Puglia;San Ferdinando di Puglia
1329023488;1329023743;Puglia;Taranto
1329023744;1329023999;Puglia;San Ferdinando di Puglia
1329024000;1329024255;Puglia;Canosa di Puglia
1329024256;1329024511;Puglia;San Ferdinando di Puglia
1329024512;1329024767;Puglia;Foggia
1329024768;1329025023;Puglia;San Ferdinando di Puglia
1329025024;1329025535;Sardegna;Olbia
1329025536;1329025791;Emilia-Romagna;Parma
1329025792;1329026303;Lombardia;Milan
1329026304;1329026559;Sardegna;Oschiri
1329026560;1329026815;Sardegna;Oristano
1329026816;1329027071;Emilia-Romagna;Parma
1329027072;1329027327;Emilia-Romagna;Toano
1329027328;1329027583;Puglia;Taranto
1329027584;1329027839;Emilia-Romagna;Piacenza
1329027840;1329028351;Lazio;Rome
1329028352;1329028607;Lazio;Colleferro
1329028608;1329029119;Lazio;Ripa
1329029120;1329029375;Calabria;Spezzano Albanese
1329029376;1329029631;Calabria;Petilia Policastro
1329029632;1329029887;Sicilia;Catania
1329029888;1329030143;Piemonte;Perosa Argentina
1329030144;1329030399;Emilia-Romagna;Bologna
1329030400;1329030655;Sicilia;Noto
1329030656;1329030911;Emilia-Romagna;Bologna
1329030912;1329031167;Lombardia;Milan
1329031168;1329031423;Emilia-Romagna;Tresigallo
1329031424;1329031679;Lombardia;Milan
1329031680;1329031935;Piemonte;Torino
1329031936;1329032191;Lazio;Rome
1329032192;1329032447;Sicilia;Catania
1329032448;1329032703;Lazio;Rome
1329032704;1329033215;Sicilia;Catania
1329033216;1329033471;Calabria;Corigliano Calabro
1329033472;1329033727;Calabria;Rende
1329033728;1329033983;Emilia-Romagna;Parma
1329033984;1329034239;Calabria;Polistena
1329034240;1329034495;Calabria;Lamezia Terme
1329034496;1329034751;Calabria;Catanzaro
1329034752;1329035007;Calabria;Pizzo
1329035008;1329035263;Calabria;Joppolo
1329035264;1329035519;Toscana;Florence
1329035520;1329035775;Toscana;Siena
1329035776;1329036031;Toscana;Florence
1329036032;1329036287;Toscana;Pisa
1329036288;1329036543;Toscana;Bucine
1329036544;1329037055;Toscana;Florence
1329037056;1329037311;Lazio;Rome
1329037312;1329037567;Lazio;Ripa
1329037568;1329038079;Toscana;Pisa
1329038080;1329038335;Lazio;Rome
1329038336;1329038591;Toscana;Marradi
1329038592;1329038847;Toscana;Florence
1329038848;1329039103;Toscana;Monticelli
1329039104;1329039359;Puglia;Lecce
1329039360;1329039615;Campania;Naples
1329039616;1329039871;Sicilia;Catania
1329039872;1329040127;Campania;Naples
1329040128;1329040383;Campania;Capua
1329040384;1329040639;Toscana;Pisa
1329040640;1329042431;Campania;Naples
1329042432;1329042687;Toscana;Pisa
1329042688;1329043455;Campania;Naples
1329043456;1329043711;Campania;Salerno
1329043712;1329043967;Campania;Annunziata
1329043968;1329044223;Campania;Naples
1329044224;1329044479;Campania;San Salvatore Telesino
1329044480;1329044735;Campania;Salerno
1329044736;1329044991;Campania;Camerota
1329044992;1329045503;Campania;Naples
1329045504;1329046271;Sicilia;Catania
1329046272;1329046527;Sicilia;Trapani
1329046528;1329046783;Sicilia;Catania
1329046784;1329047039;Sicilia;Palermo
1329047040;1329047295;Sicilia;Mazara del Vallo
1329047296;1329047551;Sicilia;Palermo
1329047552;1329047807;Veneto;Casale di Scodosia
1329047808;1329048063;Sicilia;Catania
1329048064;1329048319;Lazio;Anzio
1329048320;1329048575;Campania;Mondragone
1329048576;1329048831;Campania;Battipaglia
1329048832;1329049087;Campania;Naples
1329049088;1329049343;Marche;Civitanova Marche
1329049344;1329049599;Umbria;Perugia
1329049600;1329049855;Abruzzo;Farindola
1329049856;1329050111;Abruzzo;Pineto
1329050112;1329050367;Veneto;Padova
1329050368;1329050623;Abruzzo;Rosciano
1329050624;1329050879;Abruzzo;Scafa
1329050880;1329051135;Abruzzo;Atessa
1329051136;1329051391;Sicilia;Catania
1329051392;1329051647;Molise;Campobasso
1329051648;1329051903;Sicilia;Catania
1329051904;1329052927;Umbria;Perugia
1329052928;1329053183;Umbria;Gubbio
1329053184;1329053439;Umbria;Perugia
1329053440;1329053695;Marche;Ascoli Piceno
1329053696;1329053951;Lazio;Rome
1329053952;1329054975;Campania;Naples
1329054976;1329055231;Basilicata;Matera
1329055232;1329055487;Campania;San Salvatore Telesino
1329055488;1329055743;Marche;Recanati
1329055744;1329056767;Toscana;Pisa
1329056768;1329057535;Sicilia;Catania
1329057536;1329057791;Veneto;Padova
1329057792;1329058047;Lazio;Ostia
1329058048;1329058815;Lazio;Rome
1329058816;1329059071;Lazio;Civitella d'Agliano
1329059072;1329059327;Lazio;Rome
1329059328;1329059583;Lazio;Colleferro
1329059584;1329059839;Lazio;Ripa
1329059840;1329060095;Lazio;Rome
1329060096;1329060351;Lazio;Civitavecchia
1329060352;1329060607;Lazio;Ceprano
1329060608;1329061119;Lazio;Rome
1329061120;1329061375;Campania;Naples
1329061376;1329061631;Lazio;Formia
1329061632;1329062399;Lazio;Rome
1329062400;1329062655;Lazio;Oriolo Romano
1329062656;1329062911;Lazio;Rome
1329062912;1329063167;Lazio;Ostia
1329063168;1329063423;Lazio;Ripa
1329063424;1329063679;Lazio;Ostia
1329063680;1329064959;Lazio;Rome
1329064960;1329065215;Lazio;Ripa
1329065216;1329065983;Lazio;Rome
1329065984;1329066239;Emilia-Romagna;Rimini
1329066240;1329066495;Emilia-Romagna;Novafeltria
1329066496;1329066751;Emilia-Romagna;Cesena
1329066752;1329067007;Emilia-Romagna;Ravenna
1329067008;1329067263;Lazio;Castro dei Volsci
1329067264;1329067519;Lazio;Rome
1329067520;1329067775;Puglia;Gesuiti
1329067776;1329068031;Puglia;Galatina
1329068032;1329068287;Sicilia;Catania
1329068288;1329068543;Puglia;Galatina
1329068544;1329068799;Sicilia;Catania
1329068800;1329069055;Puglia;Cellino San Marco
1329069056;1329069311;Puglia;Ceglie Messapica
1329069312;1329069567;Puglia;Taranto
1329069568;1329069823;Puglia;Gallipoli
1329069824;1329070079;Puglia;Nardo
1329070080;1329070335;Toscana;Pisa
1329070336;1329070591;Toscana;Pitigliano
1329070592;1329070847;Toscana;Fivizzano
1329070848;1329071103;Toscana;Pisa
1329071104;1329071359;Campania;San Bartolomeo in Galdo
1329071360;1329071615;Lazio;Rome
1329071616;1329071871;Calabria;Villa San Giovanni
1329071872;1329072639;Lazio;Rome
1329072640;1329072895;Emilia-Romagna;Modena
1329072896;1329073151;Puglia;Bari
1329073152;1329073407;Emilia-Romagna;Rimini
1329073408;1329073663;Puglia;Margherita di Savoia
1329073664;1329073919;Veneto;Portogruaro
1329073920;1329074431;Campania;Naples
1329074432;1329074687;Basilicata;Genzano di Lucania
1329074688;1329074943;Campania;Naples
1329074944;1329075199;Lazio;Rome
1329075200;1329075455;Lazio;Cisterna di Latina
1329075456;1329075711;Liguria;La Spezia
1329075712;1329075967;Sardegna;Sassari
1329075968;1329076223;Toscana;Florence
1329076224;1329076479;Lazio;Ripa
1329076480;1329077503;Campania;Naples
1329077504;1329077759;Lombardia;Milan
1329077760;1329078271;Piemonte;Alessandria
1329078272;1329078527;Sicilia;Messina
1329078528;1329079039;Campania;Naples
1329079040;1329079295;Sicilia;Buccheri
1329079296;1329079551;Sicilia;Messina
1329079552;1329079807;Piemonte;Alessandria
1329079808;1329080063;Campania;Naples
1329080064;1329080319;Emilia-Romagna;Rottofreno
1329080320;1329080831;Emilia-Romagna;Parma
1329080832;1329081087;Emilia-Romagna;Modena
1329081088;1329081599;Emilia-Romagna;Bologna
1329081600;1329081855;Emilia-Romagna;Modena
1329081856;1329082111;Piemonte;Alessandria
1329082112;1329082367;Liguria;Imperia
1329082368;1329082623;Emilia-Romagna;Tresigallo
1329082624;1329082879;Emilia-Romagna;Copparo
1329082880;1329083135;Lombardia;Brescia
1329083136;1329083391;Basilicata;Venosa
1329083392;1329083647;Campania;Naples
1329083648;1329083903;Emilia-Romagna;Modena
1329083904;1329084159;Sicilia;Enna
1329084160;1329084415;Piemonte;Alessandria
1329084416;1329084671;Lombardia;Brescia
1329084672;1329084927;Piemonte;Galliate
1329084928;1329085183;Piemonte;Biella
1329085184;1329085439;Lombardia;Milan
1329085440;1329085695;Toscana;Bibbiena
1329085696;1329086463;Toscana;Florence
1329086464;1329086719;Lombardia;Bergamo
1329086720;1329086975;Marche;Recanati
1329086976;1329087231;Trentino-Alto Adige;Merano
1329087232;1329087487;Lombardia;Milan
1329087488;1329087743;Toscana;Pisa
1329087744;1329087999;Toscana;Piombino
1329088000;1329088255;Liguria;Savona
1329088256;1329088511;Marche;Ancona
1329088512;1329088767;Piemonte;Alessandria
1329088768;1329089023;Puglia;San Ferdinando di Puglia
1329089024;1329089279;Toscana;Florence
1329089280;1329089535;Piemonte;Alessandria
1329089536;1329089791;Liguria;Finale Ligure
1329089792;1329090047;Puglia;Vieste
1329090048;1329090303;Puglia;Foggia
1329090304;1329090559;Puglia;Bari
1329090560;1329090815;Sardegna;Alghero
1329090816;1329091071;Sardegna;Cagliari
1329091072;1329091327;Sardegna;Sassari
1329091328;1329091583;Sardegna;Iglesias
1329091584;1329092351;Sardegna;Cagliari
1329092352;1329092607;Sardegna;Viddalba
1329092608;1329092863;Abruzzo;Pescara
1329092864;1329093119;Lombardia;Milan
1329093120;1329093375;Basilicata;Matera
1329093376;1329093631;Campania;Naples
1329093632;1329093887;Campania;Altavilla Silentina
1329093888;1329094143;Campania;Naples
1329094144;1329094399;Emilia-Romagna;Parma
1329094400;1329094655;Lombardia;Milan
1329094656;1329094911;Sicilia;Catania
1329094912;1329095167;Toscana;Monticelli
1329095168;1329095423;Sicilia;Catania
1329095424;1329095935;Lazio;Rome
